APK,Time_ Androguard ,No_Of_permission,Time_permission,No_Of_Intent,No_Of_ImplicitIntent,No_Of_ExplicitIntent,Time_Intent,No_Of_PendingIntent,No_Of_Filter,Time_filter,No_Of_PermissionIntent,Type_Of_PermissionIntentt,No_Of_PermissionFilter,Type_Of_PermissionFilter,"Danger=1,Normal=0"
com.rrc.clbB9AC3682A14ED39AAEADDAD5029B07B3359E0F8C,1.359350443,35,0,0,0,0,0.030405998,0,13,12.73349905,0,[],0,[],1
com.rrc.clbC0A96B0A40A3F2671840CE3468F08F20068B5B29,1.45206666,44,0,0,0,0,0.029979706,0,12,2.041528225,0,[],0,[],1
com.rrc.renrenchong,0.951078415,60,0,0,0,0,0.005027294,0,15,1.598593235,0,[],2,"['normal', 'normal']",1
com.rt.srs.mobile.mreloae,0.843188524,6,0,0,0,0,0,0,1,0.056123257,0,[],0,[],0
com.rt.srs.mobile.mreloae4072B37368FF172F92C5951F9BF3EAF1F3E3C82F,0.831973076,6,0,0,0,0,0,0,1,0.056250095,0,[],0,[],1
com.ruanmei.ithome,0.671094894,36,0.004997969,0,0,0,0.004994631,0,40,3.740537167,0,[],2,"['normal', 'normal']",1
com.ruicheng.teacher,1.166242123,42,0.005074263,0,0,0,0.015196085,0,22,2.184607029,0,[],0,[],1
com.ruli.rulimeirong,0.593013525,48,0,0,0,0,0.009990692,0,37,3.446881533,0,[],3,"['normal', 'normal', 'normal']",1
com.runbey.ccbd,0.520744085,24,0,0,0,0,0.004995108,0,13,0.921186924,0,[],0,[],1
com.runbey.ccbd380EA14C052F5FBAD2B08148F3E944818C087E60,0.534791946,24,0,0,0,0,0.005085707,0,13,0.946479082,0,[],0,[],1
com.runbey.jktt,0.394545078,13,0,0,0,0,0,0,4,0.369755268,0,[],0,[],1
com.runbey.jktt2C7EAB42E9ED7102CC095098E48931FF2748F24A,0.218913317,13,0,0,0,0,0,0,4,0.34949851,0,[],0,[],1
com.runbey.jkttED17BF7A45B977CB30A52D441E5DDB48A2931C49,0.222784996,13,0,0,0,0,0.004997253,0,4,0.312453032,0,[],0,[],1
com.runbey.jxgj,1.00461483,22,0.004258633,0,0,0,0,0,13,0.914448261,0,[],0,[],1
com.runbey.mtbb,0.365663052,22,0.004917622,0,0,0,0.005074263,0,14,1.182131052,0,[],0,[],1
com.runbey.ybjkcoach,0.412177324,31,0.005256176,0,0,0,0.005024672,0,26,2.019736052,0,[],2,"['normal', 'normal']",1
com.runbey.ybjkcoach0C107DE8C8CFE7E1E83CF74DCBA6946816BD056B,0.447107315,35,0,0,0,0,0.004994869,0,21,1.778483391,0,[],2,"['normal', 'normal']",1
com.runyun2011.gmv,0.689974546,22,0,0,0,0,0,0,3,0.897075415,0,[],0,[],1
com.ryzenrise.vlogstar,1.575278997,11,0.012756348,0,0,0,0.002583981,0,1,0.206431389,0,[],0,[],1
com.sagetech.mirror,0.300914764,25,0.005000353,0,0,0,0,0,6,0.318192244,0,[],0,[],1
com.sagetech.mirror5BFD4E7A74C759E212091AAE42BF59616F99C3B3,0.339246035,23,0.004550219,0,0,0,0,0,6,0.339682341,0,[],0,[],1
com.sagetech.mirror88E3A6F7148ED5ABC8ED6AC70DED08CFC2BF9524,0.522736788,25,0.004997253,0,0,0,0,0,6,0.451547623,0,[],0,[],1
com.sago.anyue,0.534249067,16,0,0,0,0,0.004996538,0,5,1.137432575,0,[],0,[],1
com.sago.anyue6B970C759838D0AC0635724692ABB98497DD46CF,0.488862514,16,0,0,0,0,0.004002571,0,4,1.108821392,0,[],0,[],1
com.sago.anyue8DA2C6CA63BFEF79E812D7DF09B28E83709201A1,0.558393478,16,0,0,0,0,0.005051613,0,5,1.140918493,0,[],0,[],1
com.sago.anyueD7F7B7525F8C7CAE3F6C3502611C683D73104F38,0.543486357,16,0,0,0,0,0.005092621,0,4,1.243566275,0,[],0,[],1
com.Salo.BoxGira,0.393748045,12,0,0,0,0,0,0,1,0.085476398,0,[],0,[],1
com.sar.yunkuaichong,0.349982023,21,0,0,0,0,0,0,5,0.445514679,0,[],0,[],1
com.sar.yunkuaichongBE09067F89DF81F8C8547E033B278659808B6862,0.536290884,27,0,0,0,0,0,0,8,1.044780731,0,[],0,[],1
com.scanning,0.517752886,47,0,0,0,0,0.004995108,0,22,1.996332645,0,[],0,[],1
com.scanning23A073F20773C67CC5954DDDA5D4A2C1547C1D2B,0.522636414,46,0.004992723,0,0,0,0.004995346,0,7,0.949709654,0,[],0,[],1
com.scanning3C0F854AD834990A836E719526B58B47239C394B,0.452920437,47,0.004997969,0,0,0,0.004993916,0,22,2.087338924,0,[],0,[],1
com.scanning6AF69BAEB5663AF8156FBAC1F58C1D29D5EA9E56,0.476290464,46,0,0,0,0,0.004994392,0,7,0.831712246,0,[],0,[],1
com.scanning7858F7C6FC88749B7891E5FAF1AD85FFA01731E6,0.568236351,45,0.004996061,0,0,0,0.004997253,0,7,0.831831217,0,[],0,[],1
com.scanningF013E2520BA935C1197A9D8C3DD9A879340A1B5B,0.502038956,47,0,0,0,0,0.00500083,0,21,1.837881804,0,[],0,[],1
com.SchoolDesign.lukoni,6.958797932,2,0.0049963,0,0,0,0.02507925,0,1,0.106739283,0,[],0,[],1
com.sdqc56.driver,0.329837799,43,0.004998207,0,0,0,0,0,17,1.630241394,0,[],2,"['normal', 'normal']",1
com.sdqc56.driver0D2146F294AF898EB13FCDAD99480B275C9B9918,0.259191513,43,0.004996538,0,0,0,0,0,17,2.090446234,0,[],2,"['normal', 'normal']",1
com.sdqc56.driver28A64AEE16C4FBCA85F89CF22573F75A22DCD2F7,0.385192394,48,0,0,0,0,0.004986286,0,17,1.770579815,0,[],2,"['normal', 'normal']",1
com.sdqc56.shipper,0.315449715,30,0,0,0,0,0.005096912,0,10,1.136714458,0,[],2,"['normal', 'normal']",1
com.sdqc56.shipper1D0F231D54B117A174398DC9D4874D54533F7FBF,0.31823802,24,0,0,0,0,0.004995823,0,10,1.107760906,0,[],2,"['normal', 'normal']",1
com.sdqc56.shipper2A1A1C7B12FCCE5FFA9B2A6E5DA8C828DE19E85D,0.218182087,24,0,0,0,0,0.007256269,0,8,0.983513832,0,[],2,"['normal', 'normal']",1
com.sdqc56.shipper5BBFC80320C26791B21330A4FEBB9AD09C6139E4,0.437756777,28,0.005052567,0,0,0,0.005038738,0,10,1.059592485,0,[],2,"['normal', 'normal']",1
com.sdqc56.shipper5F170064AE70A216532A690DF1F3C62D8DE2137C,0.208691359,24,0,0,0,0,0.005013943,0,8,1.125990391,0,[],2,"['normal', 'normal']",1
com.sdqc56.shipper9FEFC3CD7B87FA0E07A7DD641CDABEE801A9E971,0.440237999,30,0.004996777,0,0,0,0.005074978,0,10,1.06200242,0,[],2,"['normal', 'normal']",1
com.sdqc56.shipperAA57215E15C731B5F3F10525D6C51A4B8B547BF6,0.268458366,24,0,0,0,0,0.005068064,0,8,0.97954011,0,[],2,"['normal', 'normal']",1
com.sdqc56.shipperEEC7BB37B7E4B8D6C7B2A398F0EFDE8AD7E3E5E1,0.434729099,28,0.005142927,0,0,0,0.005005836,0,10,1.128412485,0,[],2,"['normal', 'normal']",1
com.sdyzhinet.zyesp,0.328793526,27,0,0,0,0,0.004908562,0,10,1.095561981,0,[],0,[],1
com.seca.live,0.573619843,45,0,0,0,0,0.00999999,0,33,2.710479498,0,[],0,[],1
com.seca.live09697FE15224FC03779755A8F95FB1CEB91572BB,0.5852108,45,0,0,0,0,0.01009798,0,33,2.85091424,0,[],0,[],1
com.secure.vpn.proxy.ultimate.beevpn,0.287302732,9,0,0,0,0,0.005081654,0,1,0.180408716,0,[],0,[],1
com.seetong.app.seetong,1.137965679,41,0.011401653,0,0,0,0.004001379,0,23,2.783138037,0,[],2,"['normal', 'normal']",1
com.seetong.app.seetongAEA97462F74CE49A479C972F24625ABA17AA0214,1.080675364,41,0.005008698,0,0,0,0.010088921,0,23,2.787402391,0,[],2,"['normal', 'normal']",1
com.seetong.app.seetongFDDEBF56F48028DA115CF6B23C27B9D41C087355,1.023364544,41,0.010284662,0,0,0,0.005029917,0,22,2.717062473,0,[],2,"['normal', 'normal']",1
com.segwaydiscovery.blackhole.customer,0.472405672,14,0,0,0,0,0.005208969,0,6,0.8543787,0,[],0,[],1
com.segwaydiscovery.blackhole.customerBCF710FBC8DCA23677CD444B66F26F17659E6962,0.372199535,14,0.005000353,0,0,0,0,0,6,0.821487665,0,[],0,[],1
com.segwaydiscovery.blackhole.launcher,0.654171944,18,0,0,0,0,0.00502944,0,1,0.264349699,0,[],0,[],1
com.segwaydiscovery.blackhole.launcher6506DCE5EDACBD104A53F9FE55FB945C2985FF7A,0.773786545,18,0,0,0,0,0,0,1,0.282702208,0,[],0,[],1
com.segwaydiscovery.blackhole.launcherE52CEF1C5C603D552EDE0E44998CD4238BC2521F,0.640881777,18,0,0,0,0,0.004995823,0,1,0.384388924,0,[],0,[],1
com.segwaydiscovery.hfx,0.335688829,14,0,0,0,0,0.005028009,0,6,0.731620312,0,[],0,[],1
com.segwaydiscovery.hfx50F83861574BD63A04C9598B7389A274FFA435FB,0.466897011,14,0,0,0,0,0,0,6,0.670843601,0,[],0,[],1
com.segwaydiscovery.hfx7938BC2D233B5DE83A507A3ACA3C02B19A48BFE4,0.428211927,14,0.004996777,0,0,0,0.002638817,0,6,0.796698809,0,[],0,[],1
com.sensi.alt,12.20100641,7,0.024678946,0,0,0,0.658365488,0,1,0.152456999,0,[],0,[],1
com.sensi.alt99E1E37647B13F3F549C2D38A81E6E42787571A9,13.04005194,7,0.028076887,0,0,0,0.641387224,0,1,0.14161253,0,[],0,[],1
com.seraphic.openinet.pre,0.272152901,19,0,0,0,0,0,0,10,0.861833334,0,[],0,[],1
com.seraphic.openinet.pre03B126798A975084BE656E1A7F6411412FE0484C,0.347755432,24,0.005044699,0,0,0,0,0,9,0.999674797,0,[],0,[],1
com.seraphic.openinet.preB57ADCE331D643388CD053EFC7CD92678AC0682E,0.251662016,19,0,0,0,0,0,0,10,0.844278097,0,[],0,[],1
com.sfacg.chatnovel,0.532453775,34,0.005070686,0,0,0,0.005068779,0,18,5.230951309,0,[],0,[],1
com.sfacg.chatnovelAE1FEDE2CB8972FE21BAB0AB78EEBDE5843B6BD4,0.486080647,34,0.010148048,0,0,0,0.004996777,0,18,3.081522942,0,[],0,[],1
com.sfacg.comic,0.645555496,24,0,0,0,0,0.005000114,0,11,2.63281846,0,[],0,[],1
com.shangshaban.zhaopin.activity,1.760175228,69,0.015325069,0,0,0,0.015132189,0,26,2.796083212,0,[],4,"['normal', 'normal', 'normal', 'normal']",1
com.shangshaban.zhaopin.activity14FB8B2B961598421B0D4C1607601B870EA83297,1.769249916,69,0.014497757,0,0,0,0.015288591,0,26,2.890237808,0,[],4,"['normal', 'normal', 'normal', 'normal']",1
com.shanling.eddictplayer,0.600209713,23,0,0,0,0,0.004997492,0,4,0.486142397,0,[],0,[],1
com.shark.jizhang,0.682968855,29,0.004969835,0,0,0,0.012047529,0,36,2.702226877,0,[],0,[],1
com.shark.jizhang65275BA47C0175FA7E261808C329EA252D9FEA0F,0.677560806,29,0,0,0,0,0.015075207,0,36,2.871535778,0,[],0,[],1
com.shark.jizhang7408375004872E779E7A0F12357B0FDC7DC62F66,0.725529432,29,0.005494118,0,0,0,0.015567541,0,36,2.94693017,0,[],0,[],1
com.shark.jizhang76E0A08BF3737768C862A7C62F9960EFEAE5DB8B,0.623270273,29,0.004996777,0,0,0,0.010405064,0,34,2.809697628,0,[],0,[],1
com.shark.jizhang8055B0BD29882035A1C345B430FA67B9FB56F435,0.788468122,29,0.005401134,0,0,0,0.010173321,0,34,2.450919151,0,[],0,[],1
com.shark.jizhang9A09475095499583243B80A4B57046F21673ACC3,0.702711821,29,0.005030155,0,0,0,0.015130997,0,36,2.870226383,0,[],0,[],1
com.shark.jizhangA9D0A38550D2A7E612050548418FDFEFD601964C,0.649949074,29,0,0,0,0,0.015390635,0,34,2.69367075,0,[],0,[],1
com.shark.jizhangADCD9C6DABA0454753CF69AAB50B40B7E71EEAE4,0.811771631,29,0,0,0,0,0.013968229,0,36,2.789467812,0,[],0,[],1
com.shark.jizhangC185D93AEF95E1D11DF9FC795C59DEBB4FAF5AE5,0.661978722,28,0,0,0,0,0.013426781,0,35,2.85464263,0,[],0,[],1
com.sheyi.mm,0.960963726,63,0,0,0,0,0.010010242,0,22,2.160989285,0,[],0,[],1
com.shishi.zhaobiao,0.428057671,22,0.004983425,0,0,0,0,0,17,1.252918482,0,[],0,[],1
com.shoot.dummycharacter.down.erling,81.57167959,12,0.361348391,20,19,1,1.700290203,2,11,0.854741812,0,[],0,[],1
com.shoujiduoduo.dj,0.507248402,32,0.01035738,0,0,0,0,0,17,1.711033583,0,[],2,"['normal', 'normal']",1
com.shoujiduoduo.dj2AA9E68CA03D6AFE1DD3F759920A8A75EF7B6C5B,0.635517359,38,0.004005194,0,0,0,0.001002789,0,29,2.452809095,0,[],2,"['normal', 'normal']",1
com.shoujiduoduo.dj43B37912A3ADFFA8C8060831DC0E365612442998,0.415337801,33,0.005011797,0,0,0,0,0,30,2.552006721,0,[],2,"['normal', 'normal']",1
com.shoujiduoduo.dj5677F75051E216FC66893CDF6EE3731C3AE6F8C0,0.399194956,32,0.004996061,0,0,0,0,0,15,1.535155058,0,[],2,"['normal', 'normal']",1
com.shoujiduoduo.dj611BF8DE2AFC37084DC5EF55F865A6D8C996C171,0.484393597,33,0,0,0,0,0.005069256,0,16,2.002963543,0,[],2,"['normal', 'normal']",1
com.shoujiduoduo.dj698614A949750324960AE73D31284A55BBE2FBD5,0.495533705,32,0,0,0,0,0.005040169,0,17,1.777374029,0,[],2,"['normal', 'normal']",1
com.shoujiduoduo.dj6DE7EBD7833630B9F5A483352094A68D77FBDC32,0.409459591,38,0.004994154,0,0,0,0,0,29,2.513421774,0,[],2,"['normal', 'normal']",1
com.shoujiduoduo.dj7DCD969D002ADECB65B0C0DDC280EA7BD145B91E,0.448464632,32,0,0,0,0,0.005995989,0,15,1.549559355,0,[],2,"['normal', 'normal']",1
com.shoujiduoduo.hihi,0.257633209,21,0,0,0,0,0.005063772,0,5,0.578038454,0,[],0,[],1
com.shoujiduoduo.hihiDB706A54E288170B2F34B04D613A0FFA2F07C043,0.309663057,19,0,0,0,0,0.004992723,0,5,0.682710886,0,[],0,[],1
com.shoujiduoduo.ringtone,0.774932623,61,0.010205507,0,0,0,0.01016283,0,38,3.437169075,0,[],3,"['normal', 'normal', 'normal']",1
com.shoujiduoduo.ringtone6B30D7F41A12BF526790F13EE0C2F62675FBF473,0.784696341,61,0.009992838,0,0,0,0.014994621,0,38,3.336348772,0,[],3,"['normal', 'normal', 'normal']",1
com.shoujiduoduo.wallpaper,0.631196737,62,0.004995584,0,0,0,0.010109901,0,22,1.792788029,0,[],2,"['normal', 'normal']",1
com.shoujiduoduo.wallpaperFEC49DE55CF332725EACF0366E9BF096B44BDFC5,0.671061516,61,0.015625477,0,0,0,0.010093927,0,22,1.633534431,0,[],2,"['normal', 'normal']",1
com.shuidihuzhu.aixinchou,0.445990324,38,0,0,0,0,0,0,15,1.462507963,0,[],1,['normal'],1
com.shuidihuzhu.aixinchou05EEA189CBEBD11814EBF4EC7F657F1F34E3677A,0.432232141,38,0,0,0,0,0,0,15,1.62317276,0,[],1,['normal'],1
com.shuidihuzhu.aixinchouF68B52AAD1313652056C8D2EF007598766102941,0.284204483,36,0.005001068,0,0,0,0,0,15,1.34409523,0,[],1,['normal'],1
com.SIGELATIK_APP,42.34236836,22,0.321154594,33,32,1,2.814969063,4,14,1.019161224,0,[],0,[],1
com.sina.heimao,0.480320215,37,0.00515461,0,0,0,0,0,16,1.225668669,0,[],2,"['normal', 'normal']",1
com.sina.heimaoA1289D5CEF374EAFDFB6B825E6BF041D7C52965A,0.483533144,37,0,0,0,0,0.005149841,0,16,1.435529709,0,[],2,"['normal', 'normal']",1
com.sina.heimaoA9066EB856CAE43C705BF7B070732FEC69F5EEDF,0.498433113,37,0,0,0,0,0.004999161,0,16,1.587020874,0,[],2,"['normal', 'normal']",1
com.sina.licaishi,0.361742496,16,0,0,0,0,0,0,25,2.051100969,0,[],0,[],1
com.sina.licaishi28C69C031AC376A95DCC927FDC6D9277AF672E20,0.28421545,16,0,0,0,0,0.004995823,0,25,1.758257389,0,[],0,[],1
com.sing.client,0.664435625,61,0.005082846,0,0,0,0.020136833,0,27,2.54155612,0,[],2,"['normal', 'normal']",1
com.singbridge.mobile,1.041404963,19,0.014989138,0,0,0,0.004996538,0,19,1.249952793,0,[],0,[],1
com.sinyee.babybus.babyhospital,1.097015381,17,0,0,0,0,0.004999638,0,7,0.611278296,0,[],0,[],1
com.sinyee.babybus.grove,0.996181726,17,0,0,0,0,0.004923105,0,7,0.548708439,0,[],0,[],1
com.sinyee.babybus.magichouse,0.95596242,17,0,0,0,0,0.010185003,0,7,0.597392559,0,[],0,[],1
com.sinyee.babybus.magichouseF400A17805E46F42AFA50721DE8AF357D78DFD50,0.945414782,17,0,0,0,0,0.004935741,0,7,0.590435743,0,[],0,[],1
com.sinyee.babybus.snacks,0.983906984,17,0,0,0,0,0.009993553,0,7,0.667424679,0,[],0,[],1
com.sirajudheen_qasimi.malayalam_speech,2.751242876,6,0.004998684,6,6,0,0.570277452,0,2,0.125835896,0,[],0,[],1
com.sirajudheen_qasimi.malayalam_speech2B84D46417635C06D2E9D958AFB274D08EC23415,5.8747015,6,0.004983425,6,6,0,0.50213933,0,2,0.110289097,0,[],0,[],1
com.sisisan.batmessage,0.530102015,54,0,0,0,0,0.009992838,0,3,0.804143667,0,[],0,[],1
com.site.maigoo,0.339652061,14,0,0,0,0,0,0,9,0.727666378,0,[],0,[],1
com.site.maigoo8FF5E44A6DFC4BDBE639389D5A828F31D318EA3D,0.323255777,14,0,0,0,0,0.00501585,0,9,0.616780281,0,[],0,[],1
com.slice.chop.flakes3d.slice,104.1720161,19,1.551109791,18,18,0,5.193812132,1,5,0.791724443,0,[],0,[],1
com.sma.smartv3,2.007829428,32,0.019993305,0,0,0,0.165178537,0,7,11.26338696,0,[],0,[],1
com.sma.smartv39D83E6ADDC7903846A44636A3289DC551907DD2B,1.893308163,32,0.019987106,0,0,0,0.175880194,0,7,4.911624908,0,[],0,[],1
com.smart.slim.up,1.994207144,31,0.020063877,0,0,0,0.228369951,0,7,4.651670456,0,[],0,[],1
com.smart.slim.up8EDA741882B965A6BD4F8163ACCE2E9925800987,1.962467432,31,0.020261765,0,0,0,0.228241205,0,7,4.454722643,0,[],0,[],1
com.smarter.bestname,0.547878265,6,0,0,0,0,0.004997492,0,1,0.817075491,0,[],0,[],1
com.smarter.bestname4CD82EBD06AB0B607820DD5C1FA527A5666DC523,0.516816139,6,0.001110792,0,0,0,0.004514933,0,1,0.634359598,0,[],0,[],1
com.smartstudy.xxd,1.059532881,37,0.004917622,0,0,0,0.040049553,0,33,7.392383575,0,[],0,[],1
com.smartteam.ast2m60,0.465337276,9,0,0,0,0,0.005025148,0,1,0.930318356,0,[],0,[],1
com.smartteam.ast2m600EF9BE0A919475C544FC326635FB50A58A722969,0.46688056,9,0,0,0,0,0.006014824,0,1,0.749263763,0,[],0,[],1
com.smartteam.smartmirror,0.330465794,11,0.005002022,0,0,0,0,0,1,1.228880167,0,[],0,[],1
com.smartwatch.going.fit,2.278031111,33,0.019991636,0,0,0,0.160361767,0,7,4.638972282,0,[],0,[],1
com.smartwatch.going.fitF1BCB220FD1055565CA7FA44B7F7925186B01197,2.312676668,33,0.019771576,0,0,0,0.162798643,0,7,4.756847858,0,[],0,[],1
com.snapgify,1.368967056,15,0,0,0,0,0,0,9,4.28821969,0,[],0,[],1
com.sneakergif.whisper,0.616519451,17,0,0,0,0,0.010371685,0,2,1.81408,0,[],0,[],1
com.song.rotationmatrix,0.553706884,15,0.005000591,0,0,0,0.020047426,0,4,1.190562248,0,[],0,[],1
com.song.rotationmatrix02EDAA02AC3BBDD311EF44F1013BC6A114844DF4,0.540570498,15,0,0,0,0,0.004996777,0,4,1.344352722,0,[],0,[],1
com.specmusic.musicdownloader.downloadmusic.downloadgo,113.2745969,11,0.519925833,30,30,0,5.168181419,4,13,2.10072732,0,[],0,[],1
com.speedy.smooth.sweet.cleaner,386.8901331,49,7.579361677,78,71,7,26.86876178,9,14,2.967187643,0,[],0,[],1
com.speedy.smooth.sweet.cleaner6C747E190DFE8AC2D38EC111E4ED4844861FB7E7,404.5565338,49,7.817071676,78,71,7,27.33424997,9,14,2.76244545,0,[],0,[],1
com.squid.ageofemperos,55.95802259,8,0.180872202,6,5,1,2.062170267,2,3,0.496325493,0,[],0,[],1
com.squstudiozy.voll.ball,1.081817389,15,0.003016472,0,0,0,0,0,2,0.722158909,0,[],0,[],1
com.sstar.live,0.762805939,24,0.005234241,0,0,0,0.015334845,0,11,2.568024158,0,[],0,[],1
com.sstar.live8E41CE910FBFAEC90DFDD2CD09CDB908F8D57ABB,0.885626554,24,0,0,0,0,0.015242577,0,11,2.581528425,0,[],0,[],1
com.sstar.liveDE7D1846510E043703DF6EDF0D4D719895CCBF47,0.801807165,24,0,0,0,0,0.020403862,0,11,2.777269363,0,[],0,[],1
com.stardust.kissreader,0.737575293,19,0.005084276,0,0,0,0.010957003,0,5,2.539254427,0,[],0,[],1
com.stardust.kissreader6D73B87F2A01F9AD6A2CAB3A1DB1BBC588689CCE,0.83191514,19,0.004981041,0,0,0,0.014048576,0,5,2.014135361,0,[],0,[],1
com.stardust.kissreaderE2E6E1892FFC6DEF4657FD8DB7B523A8CE50969F,0.84030056,19,0.012372971,0,0,0,0.022035837,0,5,2.33897543,0,[],0,[],1
com.starrycamera.funnyeffects.makeupfilters.collage,0.186617136,10,0,0,0,0,0.005234957,0,1,0.350003958,0,[],0,[],1
com.STDYApp_1,144.1529112,21,0.575459719,33,32,1,5.555327415,4,14,1.195823908,0,[],0,[],1
com.stl.fazzaco,0.45880127,55,0.004164457,0,0,0,0.008663893,0,25,4.013601542,0,[],2,"['normal', 'normal']",1
com.strong.letalk,3.100078106,37,0.001992226,0,0,0,0.01096344,0,30,5.818195581,0,[],2,"['normal', 'normal']",1
com.suenovela.reader,0.465734005,15,0.001089334,0,0,0,0.007545471,0,14,1.295195103,0,[],0,[],1
com.sunsetgames.copcarscan.nearme.anzhi,1.758706093,15,0.001111269,0,0,0,0.003448248,0,3,0.544698954,0,[],0,[],1
com.superboltentertainment.ultimatefarmanimaltransporttrucksimulator2019,32.96974254,2,0.028444767,3,1,2,0.585723877,0,1,0.13148284,0,[],0,[],1
com.supercleaner.bestbooster.cpucooler.extendbatteryusage.memory.powerfultool,0.29992342,16,0,0,0,0,0,0,2,0.480988264,0,[],0,[],1
com.supermodsapp.superteam,0.288183689,7,0,0,0,0,0.005150318,0,3,0.594510794,0,[],0,[],1
com.supernes.retro8.H5.allin1,0.700448513,9,0,0,0,0,0.0049963,0,7,1.410125732,0,[],0,[],1
com.svo.md5,0.597870588,26,0.005143881,0,0,0,0.010050058,0,7,1.031133413,0,[],0,[],1
com.sweet.coze,0.48526144,25,0.001829147,0,0,0,0.001673222,0,5,1.000298977,0,[],0,[],1
com.swftcoin.client.android,0.750287771,26,0.010067701,0,0,0,0.019997597,0,10,3.359983683,0,[],0,[],1
com.swftcoin.client.android30FDC25DA417BCEECC0707A4B52FBF6701D5157D,0.699272156,26,0.010079384,0,0,0,0.014990568,0,10,1.963049412,0,[],0,[],1
com.swftcoin.client.androidE3E676B66653436EB35C1B80984E48E80EDE9634,0.667211056,26,0.010456324,0,0,0,0.010067463,0,10,2.182696581,0,[],0,[],1
com.swrevo.revolearning,0.267933846,25,0,0,0,0,0.00536108,0,3,0.322015524,0,[],0,[],1
com.symousreact,1.132652283,26,0.015267611,0,0,0,0,0,1,0.285672426,0,[],0,[],1
com.syqm.music,2.554913044,26,0.002824306,0,0,0,0.027154446,0,11,4.258905649,0,[],0,[],1
com.szabh.sma_new.upconnectpro,0.795562029,32,0.010182858,0,0,0,0.010865927,0,8,3.625444889,0,[],0,[],1
com.szsnm.carrefrigerator,0.384856224,8,0,0,0,0,0,0,1,0.518074274,0,[],0,[],1
com.szsnm.carrefrigeratorA7075E7E9772140C9B02CF3B4C79DEB751F122F2,0.309426785,8,0,0,0,0,0,0,1,0.692062855,0,[],0,[],1
com.szwl.huaren,0.68842721,8,0,0,0,0,0.009993076,0,2,1.328624249,0,[],0,[],1
com.tangdi.baiguotong,2.550920248,67,0.010092735,0,0,0,0.029881239,0,42,16.1590004,0,[],2,"['normal', 'normal']",1
com.tangerine.live.cake,1.579097986,23,0,0,0,0,0.019527912,0,13,6.3125453,0,[],0,[],1
com.tangerine.live.cake2D5000499FD748DC916C2BB5E746B50A928EEEBE,1.864890099,22,0.025876045,0,0,0,0.030781746,0,13,6.280102253,0,[],0,[],1
com.tangerine.live.cake66257C857E50B54508062906E6140A671C4040E0,1.185297489,23,0.004997492,0,0,0,0.020158052,0,13,3.817298651,0,[],0,[],1
com.tangerine.live.cakeD80F330E05B06697CAC1C8DA85703CA68E054CFC,1.727781057,22,0.016002178,0,0,0,0.015578985,0,13,6.440961361,0,[],0,[],1
com.tao.airmb,1.56786561,40,0.005019426,0,0,0,0.045472383,0,35,10.06079483,0,[],2,"['normal', 'normal']",1
com.tao.airmbB725C66B1D2EBBC33FF6857DE0327D88860222E8,1.715934753,40,0,0,0,0,0.046225071,0,35,10.53072119,0,[],2,"['normal', 'normal']",1
com.tenda.router.app,1.106784821,32,0.021016121,0,0,0,0.04561615,0,19,7.967180014,0,[],2,"['normal', 'normal']",1
com.tenda.router.app63FDC38DF1B8D3549CB620F725AFA77219C16E70,1.459178686,32,0.019093752,0,0,0,0.049883366,0,17,7.956122875,0,[],2,"['normal', 'normal']",1
com.thehot.haloswan,2.991676569,12,0.003593922,0,0,0,0.010082722,0,5,2.259512186,0,[],0,[],1
com.thehot.haloswan7A43661FC8BE3AB07BD300FC7AA283320841A537,3.105367661,12,0.004999399,0,0,0,0.010345697,0,5,2.054566383,0,[],0,[],1
com.thehot.halovpnpro,3.619954586,11,0.005167723,0,0,0,0.01044488,0,5,2.579438925,0,[],0,[],1
com.thehot.halovpnproFCC24071BBEE6706AA3AFBA8FB2EF75394111161,3.468389273,11,0.004998207,0,0,0,0.009992361,0,5,2.631783962,0,[],0,[],1
com.thehot.hulovpn,2.826869011,12,0.009986639,0,0,0,0.009995222,0,5,2.414638758,0,[],0,[],1
com.theking.ofdragon254,0.818641186,7,0,0,0,0,0,0,3,1.56550765,0,[],0,[],1
com.theotino.chinadaily1E18F809C4B34350AB07398679D73C706F6CEACC,0.69261837,19,0.010219812,0,0,0,0.009991646,0,20,4.5110116,0,[],2,"['normal', 'normal']",1
com.theotino.chinadailyC0E32CFB192F3C9677C885CAE1DB54B095444E40,0.671941757,19,0.020171881,0,0,0,0.014989853,0,20,4.372592926,0,[],2,"['normal', 'normal']",1
com.theotino.chinadailyF33D26F0EB769865D5898A42A3A3F3411DE1E63C,0.741287947,18,0.010070086,0,0,0,0.009914637,0,20,4.27989769,0,[],2,"['normal', 'normal']",1
com.tianxiang.erjianzkw,0.861080647,10,0.0049932,0,0,0,0.004996538,0,1,0.805296421,0,[],0,[],1
com.tianxiang.skputonghua,0.769154549,11,0,0,0,0,0.004584312,0,1,0.621800423,0,[],0,[],1
com.tianxiang.skputonghua6ABEFF55FB15C35D3B2B2FDA30B11727E12D50E7,0.872394323,11,0,0,0,0,0.010684729,0,1,0.797945976,0,[],0,[],1
com.tianxiang.testresult,0.589651346,28,0.004996777,0,0,0,0.004998684,0,25,6.2271626,0,[],2,"['normal', 'normal']",1
com.tianxiang.testresult48C461A8EF6CECD3C790FD44E1A529114B00AE15,0.83151269,15,0.015524387,0,0,0,0,0,1,0.990127087,0,[],0,[],1
